Cylinders,Transmission,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
6,A8,14.5,10.4,12.6,22,296
8,A8,16.7,11.2,14.2,20,334
8,A8,16.7,11.2,14.2,20,334
4,AM7,10.5,8.0,9.4,30,219
4,M6,11.0,8.3,9.8,29,229
4,AM7,11.0,8.4,9.9,29,230
4,M6,12.1,9.0,10.7,26,249
4,A7,11.6,9.3,10.6,27,248
6,A7,13.7,10.3,12.2,23,285
6,A7,13.8,10.3,12.3,23,287
6,A7,14.2,10.1,12.3,23,287
6,A8,13.9,9.6,11.9,24,280
8,A6,17.0,12.0,14.8,19,346
8,A8,15.7,11.0,13.6,21,319
6,A8,14.5,10.2,12.6,22,294
8,A6,17.5,12.7,15.4,18,361
8,A8,16.1,11.5,14.0,20,328
4,A9,11.2,8.3,9.9,29,232
12,AS8,20.0,12.6,16.7,17,390
12,AS8,20.0,12.6,16.7,17,390
12,AS8,20.0,12.6,16.7,17,390
12,AS8,20.7,12.7,17.1,17,400
12,AS8,20.7,12.7,17.1,17,400
12,AS8,20.7,12.7,17.1,17,400
12,AS8,20.6,12.8,17.1,17,401
12,AS8,19.0,12.5,16.1,18,375
3,AM6,7.0,6.3,6.7,42,152
4,AS6,9.7,7.2,8.6,33,200
4,M6,11.1,8.0,9.7,29,228
4,AV6,9.1,7.2,8.2,34,193
4,M5,10.3,7.8,9.2,31,216
4,AV8,10.2,8.6,9.5,30,223
4,AV6,9.2,7.4,8.4,34,196
4,M6,10.9,8.3,9.7,29,228
4,AV7,8.3,6.4,7.5,38,174
4,M5,10.0,7.5,8.9,32,208
4,AV7,8.4,6.5,7.5,38,176
4,M5,10.1,7.7,9.0,31,211
4,AV6,9.3,7.0,8.3,34,194
4,M6,10.7,7.9,9.5,30,222
6,AV6,11.9,8.3,10.3,27,241
4,AV6,9.4,7.3,8.4,34,198
4,M6,11.0,8.3,9.8,29,229
6,AV6,12.0,8.7,10.5,27,247
4,AV8,12.5,9.6,11.2,25,255
4,M6,11.3,8.5,10.0,28,235
4,M6,13.8,10.2,12.2,23,285
6,AS5,14.3,12.0,13.3,21,310
6,AS5,14.3,12.0,13.3,21,310
4,AS6,9.9,7.3,8.7,32,204
4,M6,11.3,8.3,9.9,29,232
6,AS6,11.4,7.7,9.7,29,226
4,AS6,9.8,7.1,8.6,33,199
6,AS6,11.0,7.8,9.6,29,224
4,AV,5.6,6.2,5.9,48,137
4,AV,5.8,6.3,6.0,47,141
4,AV,8.3,6.5,7.5,38,174
4,AV7,8.3,6.7,7.5,38,178
4,M6,8.4,6.5,7.5,38,176
4,AV,7.8,5.9,6.9,41,163
4,AV,8.0,6.3,7.2,39,168
4,AV7,8.3,6.5,7.5,38,176
4,M6,8.8,6.8,7.9,36,185
6,AS8,11.8,8.7,10.3,27,243
6,AS8,12.1,9.0,10.6,27,251
6,AS8,12.0,8.9,10.6,27,247
6,AS8,11.7,8.8,10.4,27,242
6,AV6,8.1,8.5,8.3,34,193
4,AV,4.4,4.6,4.5,63,105
4,AV,4.9,5.5,5.1,55,120
4,AV,5.5,6.0,5.8,49,135
4,AS6,10.3,8.0,9.2,31,217
4,AS6,10.0,7.8,9.0,31,210
4,AS6,10.5,8.3,9.5,30,222
4,AS6,10.7,8.4,9.7,29,226
4,AV6,6.9,7.8,7.3,39,170
8,AS6,18.7,13.8,16.5,17,380
6,AS8,12.5,8.9,10.9,26,255
6,AS8,13.4,9.6,11.7,24,274
4,AS6,12.1,10.1,11.2,25,263
6,AS6,12.6,10.0,11.4,25,268
4,AS6,12.7,10.6,11.7,24,274
4,M5,12.4,11.4,11.9,24,279
6,AS6,13.2,10.7,12.0,24,283
6,M6,13.8,11.6,12.8,22,301
6,M6,13.8,11.7,12.9,22,300
8,AS6,15.8,12.3,14.2,20,334
8,AS6,17.2,12.9,15.3,18,358
8,AS6,16.8,12.6,14.9,19,349
8,AS6,18.1,13.9,16.2,17,378
4,AS6,7.3,5.8,6.6,43,155
4,M6,7.8,6.0,6.8,42,164
4,A4,7.9,6.8,7.4,38,173
4,M5,7.8,6.5,7.2,39,168
4,AS6,9.7,7.2,8.5,33,199
4,M5,9.5,7.1,8.4,34,198
4,AS6,9.6,7.5,8.6,33,201
4,AS6,9.7,7.2,8.5,33,199
6,AS6,13.9,9.3,11.8,24,277
4,AS6,9.4,6.7,8.2,34,192
4,M5,9.3,6.6,8.1,35,190
4,AM6,9.6,7.2,8.5,33,199
4,M6,9.7,7.0,8.5,33,198
4,AM6,10.4,7.9,9.3,30,216
4,M6,10.9,7.7,9.4,30,220
4,AM6,10.6,8.0,9.4,30,220
4,AS6,9.3,6.9,8.2,34,192
4,M5,9.6,6.8,8.3,34,194
4,AM6,10.6,8.0,9.4,30,220
4,AS6,8.5,6.2,7.4,38,175
4,M5,8.3,5.9,7.2,39,168
4,AM6,9.4,6.8,8.2,34,193
4,AS6,9.8,7.4,8.7,32,205
4,M6,10.2,7.2,8.9,32,208
4,AS6,10.1,7.0,8.7,32,204
6,AM6,11.9,8.5,10.4,27,242
4,AS6,11.7,9.6,10.7,26,256
4,AS6,12.0,10.0,11.1,25,263
6,AS8,13.8,10.4,12.2,23,287
4,AS8,9.6,7.0,8.4,34,198
4,AS8,10.7,7.8,9.4,30,219
4,AS8,9.6,7.0,8.4,34,198
4,AS8,10.7,7.8,9.4,30,219
4,AS8,10.9,7.7,9.5,30,221
4,AS8,11.8,8.5,10.3,27,241
4,AS8,10.8,7.8,9.4,30,220
4,AS8,10.1,7.0,8.7,32,204
4,AS8,10.8,7.6,9.4,30,219
4,AS8,9.6,7.0,8.4,34,198
4,AS8,10.7,7.8,9.4,30,219
4,AS8,10.9,7.7,9.5,30,221
4,AS8,11.8,8.5,10.3,27,241
4,AS8,10.8,7.8,9.4,30,220
4,AS8,10.1,7.0,8.7,32,204
4,AS8,10.8,7.6,9.4,30,219
4,AS8,10.7,7.9,9.4,30,221
4,AS8,10.4,7.8,9.2,31,216
4,AS8,11.3,8.4,10.0,28,233
4,AS8,11.7,8.7,10.4,27,244
4,AS8,10.6,9.1,10.0,28,232
4,AS8,10.8,9.5,10.2,28,239
4,AS8,11.5,9.6,10.6,27,249
4,AM8,9.4,6.8,8.2,34,192
6,AS9,12.6,9.0,11.0,26,259
6,AS9,12.2,9.0,10.7,26,251
6,AM7,9.1,9.0,9.0,31,210
6,AM9,11.1,10.8,11.0,26,261
6,AS6,12.4,8.7,10.7,26,250
6,AM7,8.4,8.2,8.4,34,196
4,AM8,10.0,7.1,8.7,32,205
4,AM8,10.2,7.4,8.9,32,209
6,AS9,11.4,7.7,9.8,29,228
6,AS9,12.0,8.2,10.3,27,240
4,AM6,9.7,6.9,8.4,34,197
4,AM6,9.7,6.9,8.4,34,197
4,A8,10.0,7.2,8.7,32,205
4,A8,10.5,7.7,9.2,31,217
6,A8,13.8,9.6,11.9,24,280
4,A8,10.8,8.3,9.6,29,226
6,A8,14.1,10.4,12.4,23,292
8,A8,13.0,9.8,11.5,25,271
12,A8,15.5,11.4,13.7,21,322
12,A8,16.7,10.9,14.1,20,332
12,A8,17.5,11.4,14.7,19,346
4,AM7,9.1,6.8,8.0,35,188
4,AM6,9.7,7.5,8.7,32,205
4,AM6,10.8,8.0,9.5,30,223
4,AM7,8.6,6.4,7.6,37,177
4,AM7,10.0,7.0,8.7,32,203
4,M6,9.9,7.1,8.7,32,204
4,AM7,10.5,7.9,9.3,30,217
4,AM7,10.0,7.0,8.7,32,203
4,M6,9.9,7.1,8.7,32,204
4,AM7,10.0,7.0,8.7,32,203
4,AM7,10.0,7.0,8.7,32,203
4,AS8,10.6,7.5,9.2,31,216
6,AS8,11.5,8.2,10.0,28,235
6,AS8,11.5,8.2,10.0,28,235
6,AS8,12.6,8.0,10.5,27,247
8,AS8,15.1,9.1,12.4,23,290
8,AS8,15.1,9.1,12.4,23,290
4,AS6,11.6,8.3,10.1,28,236
4,AS6,11.9,8.4,10.3,27,240
4,AS7,10.4,8.6,9.6,29,226
4,AS8,12.2,9.5,11.0,26,258
6,AS8,12.6,9.4,11.1,25,260
10,AM7,16.0,9.5,13.1,22,304
10,AM7,17.1,11.3,14.5,19,338
10,AM7,17.1,11.3,14.5,19,338
5,AM7,12.4,8.3,10.5,27,248
6,AM8,12.9,8.9,11.1,25,260
8,AS8,17.0,9.6,13.7,21,318
4,AM7,10.6,8.3,9.6,29,223
6,AM8,11.5,8.0,9.9,29,232
6,AM8,11.5,8.0,9.9,29,232
6,AM8,11.9,8.1,10.2,28,239
6,AM8,11.5,8.0,9.9,29,232
8,AM7,15.0,10.0,12.8,22,298
8,AM7,15.0,10.0,12.8,22,298
8,AS8,16.2,9.9,13.4,21,313
6,AM8,12.7,10.0,11.5,25,270
4,AM6,10.1,7.8,9.1,31,209
4,AM6,10.1,7.8,9.1,31,209
5,AM7,12.3,8.2,10.5,27,245
4,AM6,10.3,8.6,9.5,30,222
12,AS8,18.8,12.2,15.9,18,370
12,AS8,20.4,12.0,16.6,17,389
12,AS8,20.4,12.0,16.6,17,389
8,AS8,18.8,10.7,15.1,19,353
12,AS8,20.4,12.0,16.6,17,389
8,AS8,20.9,13.0,17.3,16,405
4,AS8,9.8,6.8,8.4,34,197
4,M6,11.1,7.3,9.4,30,219
4,AS8,10.2,7.2,8.9,32,208
4,AS8,9.9,7.1,8.6,33,202
4,AS8,10.2,7.2,8.9,32,208
4,AS8,10.2,7.2,8.9,32,208
4,AS8,10.2,7.2,8.9,32,208
6,AS8,9.2,6.2,7.8,36,183
6,M6,12.1,8.1,10.3,27,240
6,AS8,11.1,7.5,9.5,30,223
6,M6,12.2,8.4,10.5,27,245
6,AS8,11.8,7.9,10.0,28,235
4,AS8,10.7,7.3,9.1,31,214
4,AS8,10.2,7.2,8.9,32,208
4,AS8,10.2,7.2,8.9,32,208
6,AS8,9.2,6.2,7.8,36,183
6,M6,12.1,8.1,10.3,27,240
6,AS8,11.8,7.9,10.0,28,235
6,AS8,11.1,7.5,9.5,30,223
6,M6,12.2,8.4,10.5,27,245
6,AS8,11.1,7.5,9.5,30,223
4,AS8,10.2,7.2,8.9,32,208
6,AS8,11.6,8.1,10.0,28,236
6,AS8,12.3,8.4,10.5,27,248
6,AS8,12.3,8.4,10.5,27,248
6,AS8,11.9,8.4,10.3,27,241
8,AS8,14.7,9.6,12.4,23,292
8,AS8,14.0,10.0,12.2,23,286
8,AS8,14.7,9.6,12.4,23,292
8,AS8,14.7,9.6,12.4,23,292
8,AS8,14.3,9.4,12.1,23,283
8,AS8,14.7,9.6,12.4,23,292
6,AM7,11.8,8.9,10.5,27,245
6,M6,13.1,9.2,11.4,25,267
6,AS8,10.9,7.7,9.5,30,222
6,M6,12.7,8.7,10.9,26,255
6,AS8,10.9,7.7,9.5,30,222
6,M6,12.5,8.4,10.7,26,249
6,AS8,11.2,7.8,9.7,29,227
6,AS8,11.2,7.8,9.7,29,227
6,AM7,13.5,9.9,11.9,24,280
6,M6,13.5,9.3,11.6,24,273
6,AM7,14.5,10.5,12.7,22,299
6,M6,13.8,9.4,11.9,24,280
6,AM7,13.5,9.9,11.9,24,280
6,M6,13.5,9.3,11.6,24,273
8,AS8,14.3,9.4,12.1,23,283
8,AM7,17.3,11.6,14.7,19,344
8,M6,16.2,10.9,13.8,20,324
8,AM7,17.3,11.6,14.7,19,344
8,M6,16.2,10.9,13.8,20,324
8,AM7,17.3,11.6,14.7,19,344
8,M6,16.2,10.9,13.8,20,324
12,AS8,17.7,11.9,15.1,19,355
4,AS8,10.7,7.5,9.3,30,217
4,AS8,11.0,7.7,9.5,30,222
4,AS8,10.8,8.0,9.5,30,223
6,AS8,11.7,8.6,10.3,27,241
4,AS8,11.8,8.6,10.3,27,240
6,AS8,12.9,9.5,11.4,25,266
6,AS8,13.0,9.8,11.5,25,270
8,AS8,15.4,11.2,13.5,21,317
8,AS8,16.6,12.1,14.6,19,341
6,AS8,13.0,9.8,11.5,25,270
8,AS8,15.4,11.2,13.5,21,317
8,AS8,16.6,12.1,14.6,19,341
16,AM7,26.8,16.6,22.2,13,522
6,AS9,12.9,9.0,11.2,25,263
6,AS9,13.8,9.4,11.8,24,277
4,AS6,9.3,7.2,8.3,34,194
4,AS6,8.6,7.1,7.9,36,185
4,AS6,9.9,7.8,8.9,32,210
4,AS6,9.0,7.6,8.3,34,196
4,A6,11.8,9.1,10.6,27,248
4,A6,11.1,8.6,10.0,28,234
6,AS9,11.3,7.9,9.7,29,228
4,A6,9.3,6.7,8.1,35,190
6,AS9,11.8,8.0,10.1,28,237
4,AS9,10.7,7.4,9.2,31,217
4,AS8,11.0,8.0,9.6,29,227
6,AS9,12.4,8.7,10.7,26,250
4,AS8,10.5,7.7,9.2,31,216
4,M6,12.0,8.2,10.3,27,240
6,AS8,11.6,8.0,10.0,28,234
4,AS8,10.8,7.9,9.5,30,222
6,AS8,12.1,8.6,10.5,27,247
6,AS8,13.9,9.4,11.9,24,291
6,M6,14.4,10.4,12.6,22,295
4,AS8,11.0,7.8,9.5,30,224
6,AS8,13.0,9.1,11.2,25,263
6,AS8,13.0,8.9,11.1,25,261
4,AS8,11.0,7.8,9.5,30,224
6,AS8,11.6,8.0,10.0,28,234
4,AS8,11.2,8.2,9.8,29,229
6,AS8,12.1,8.6,10.5,27,247
6,AS8,15.0,9.9,12.7,22,311
8,AS8,16.5,11.1,14.0,20,329
8,A10,16.6,10.9,14.0,20,329
6,AS8,12.1,8.9,10.6,27,250
6,AS8,12.8,9.3,11.2,25,263
6,AS6,13.2,8.5,11.1,25,260
6,AS6,13.7,9.0,11.6,24,272
6,AS6,15.0,10.2,12.8,22,302
4,AS8,10.8,7.6,9.4,30,220
4,M6,11.9,7.9,10.1,28,235
6,AS8,12.3,8.2,10.4,27,246
6,M6,14.4,8.4,11.7,24,274
8,AS8,14.2,8.7,11.7,24,273
8,M6,14.3,9.4,12.1,23,284
8,AS10,18.8,11.3,15.4,18,361
8,M6,17.1,12.0,14.8,19,348
4,AV,9.8,8.8,9.3,30,218
4,A6,12.1,9.2,10.8,26,253
4,M6,11.9,9.2,10.7,26,251
6,A8,13.4,9.6,11.7,24,274
4,A6,12.6,9.8,11.3,25,266
6,A8,14.1,10.0,12.2,23,288
6,A8,15.0,13.0,14.1,20,331
8,AS8,15.5,9.2,12.7,22,297
8,M7,14.2,9.0,11.9,24,278
8,AS8,17.6,10.3,14.3,20,336
8,M7,15.6,10.6,13.4,21,312
4,AS6,8.0,5.9,7.1,40,166
4,M6,8.6,5.8,7.4,38,172
4,AS6,8.1,6.0,7.2,39,169
4,AS6,8.1,6.2,7.3,39,172
4,M6,8.6,6.2,7.5,38,175
4,AS6,8.4,6.4,7.5,38,176
4,A6,9.2,7.3,8.3,34,195
4,A6,9.8,7.9,8.9,32,209
4,A9,10.9,8.3,9.7,29,228
4,AS6,10.9,7.9,9.5,30,224
6,AS6,12.7,8.5,10.8,26,254
4,A6,8.8,6.5,7.8,36,181
4,A9,10.5,7.4,9.1,31,213
4,AV,4.8,5.5,5.1,55,121
6,A6,13.4,10.0,11.8,24,278
8,A6,14.6,10.3,12.7,22,298
8,A6,14.6,10.3,12.7,22,298
8,A8,14.9,10.9,13.1,22,307
8,A8,15.9,11.2,13.8,20,324
8,A8,13.4,10.0,11.8,24,278
6,A6,14.1,10.6,12.5,23,294
8,A6,15.0,10.7,13.1,22,307
8,A6,15.0,10.7,13.1,22,307
8,A8,15.6,11.6,13.8,20,324
8,A8,16.0,11.7,14.1,20,331
8,A8,14.4,11.2,13.0,22,304
4,AS6,8.8,6.6,7.8,36,184
4,M6,8.4,6.3,7.4,38,174
4,AS6,9.3,7.0,8.3,34,193
4,M5,9.2,6.8,8.1,35,190
4,AS6,8.8,6.6,7.8,36,184
4,M6,8.4,6.3,7.4,38,174
4,AS6,9.3,7.0,8.3,34,193
4,M5,9.2,6.8,8.1,35,190
4,AV,7.8,6.2,7.1,40,167
4,M5,8.0,6.0,7.1,40,166
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.3,10.9,13.3,21,313
8,A6,15.3,10.9,13.3,21,312
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.2,10.8,13.2,21,310
8,A6,15.2,10.8,13.2,21,310
8,A10,16.4,10.7,13.8,20,325
4,A9,11.7,9.0,10.5,27,246
6,AS9,12.9,8.7,11.0,26,258
6,AS9,13.7,9.4,11.8,24,276
4,AS6,9.3,7.2,8.3,34,194
4,M6,9.2,7.1,8.2,34,194
4,AS6,9.9,7.8,8.9,32,210
6,A8,12.4,7.8,10.3,27,242
6,A8,12.4,7.8,10.3,27,242
8,A8,14.7,9.4,12.3,23,289
6,A8,12.8,8.7,11.0,26,258
6,A8,12.8,8.7,11.0,26,258
6,A9,12.9,8.4,10.9,26,259
6,A9,12.4,8.4,10.6,27,249
6,A8,12.4,7.8,10.3,27,242
8,M6,15.6,10.1,13.1,22,307
8,M6,16.7,10.4,13.9,20,325
8,A8,14.7,9.4,12.3,23,289
8,A8,15.6,9.6,12.9,22,302
6,A8,12.8,8.7,11.0,26,258
6,A8,12.8,8.7,11.0,26,258
8,M6,16.7,10.4,13.9,20,325
8,A8,15.6,9.6,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
8,A8,17.6,10.7,14.5,19,339
8,M6,18.1,11.4,15.1,19,352
6,A5,13.7,9.0,11.6,24,271
6,A5,13.7,9.0,11.6,24,271
6,A8,12.4,7.8,10.3,27,242
6,A8,12.4,7.8,10.3,27,242
8,A5,15.6,9.7,12.9,22,302
8,A8,14.7,9.4,12.3,23,289
8,A8,15.6,9.6,12.9,22,302
6,A8,12.8,8.7,11.0,26,258
6,A8,12.8,8.7,11.0,26,258
8,A5,16.0,10.1,13.3,21,312
8,A8,15.6,9.6,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
6,A8,12.7,9.6,11.3,25,265
8,A8,16.7,10.9,14.1,20,331
8,A8,18.3,12.2,15.6,18,363
6,A6,13.7,9.4,11.8,24,276
4,A4,12.7,9.2,11.1,25,261
6,A6,14.2,9.5,12.1,23,284
6,A6,14.5,10.0,12.4,23,292
4,A6,9.3,6.5,8.0,35,187
4,M6,9.0,6.7,7.9,36,185
4,A6,9.7,7.4,8.7,32,202
4,M5,8.4,7.0,7.8,36,182
4,A6,9.7,7.4,8.7,32,202
4,M5,8.4,7.0,7.8,36,182
4,A6,10.7,7.9,9.4,30,221
4,M6,9.5,7.1,8.4,34,197
4,A9,10.7,7.8,9.4,30,220
4,A9,11.0,8.0,9.7,29,226
4,AV,5.7,6.2,5.9,48,138
3,AS6,8.6,8.1,8.4,34,195
4,AS6,10.2,8.0,9.3,30,217
4,AS6,11.5,8.0,9.9,29,233
4,AS6,11.3,8.0,9.9,29,231
6,AS6,13.5,9.1,11.5,25,270
4,AS6,11.9,8.7,10.5,27,246
6,AS6,13.8,9.8,12.0,24,282
6,AS6,14.2,10.2,12.4,23,291
4,AS6,10.2,7.8,9.1,31,214
4,AS6,11.1,8.1,9.7,29,229
4,AS6,10.7,8.3,9.6,29,226
4,AS6,11.5,8.8,10.3,27,241
6,AS10,13.8,10.7,12.4,23,291
6,AS10,14.9,11.2,13.2,21,311
4,AS6,12.6,8.6,10.8,26,254
6,AS6,13.9,9.8,12.1,23,283
4,AS6,13.1,9.2,11.4,25,267
6,AS6,14.8,10.7,13.0,22,305
6,AS6,14.5,10.6,12.7,22,299
6,AS10,11.9,9.0,10.6,27,249
6,AS10,12.0,9.4,10.8,26,253
6,AS10,12.3,9.4,11.0,26,258
6,AS6,12.3,9.4,11.0,26,259
6,AS6,12.3,9.3,10.9,26,257
6,AS6,12.4,9.8,11.2,25,263
6,AS6,12.4,9.8,11.2,25,263
6,AS10,13.6,10.1,12.0,24,282
6,AS10,13.6,10.7,12.3,23,288
6,AS10,13.7,11.2,12.5,23,293
8,AS10,14.1,10.4,12.4,23,292
8,AS10,13.9,10.2,12.2,23,286
8,AS10,14.7,11.2,13.1,22,308
8,AS10,14.7,11.2,13.1,22,307
8,AS10,14.7,11.8,13.8,20,324
8,AS10,14.7,11.8,13.8,20,323
6,AS10,12.6,9.8,11.3,25,265
6,AS10,13.1,10.2,11.8,24,277
6,AS10,13.1,9.8,11.6,24,272
6,AS6,13.0,10.3,11.8,24,277
6,AS6,12.9,10.2,11.7,24,273
6,AS6,13.8,10.7,12.4,23,291
6,AS6,13.8,10.7,12.4,23,291
6,AS10,14.3,10.5,12.6,22,295
6,AS10,14.4,10.6,12.7,22,297
6,AS10,14.5,11.2,13.0,22,305
8,AS10,14.6,10.9,13.0,22,304
8,AS10,15.1,11.0,13.3,21,311
8,AS10,14.7,11.8,13.8,20,324
8,AS10,15.1,11.8,13.8,20,324
8,AS10,15.7,12.4,14.2,20,334
8,AS10,16.1,12.4,14.5,19,339
6,AS10,15.6,13.2,14.5,19,339
4,AM6,8.6,6.4,7.6,37,179
4,M5,8.6,6.7,7.8,36,182
4,M6,9.0,7.1,8.2,34,192
6,AS6,14.7,10.2,12.7,22,298
6,AS6,14.7,10.7,12.9,22,303
6,AS6,15.7,11.2,13.7,21,322
3,AS6,8.5,6.2,7.5,38,176
3,M6,7.9,5.9,7.0,40,164
4,AM6,8.9,6.1,7.7,37,179
4,AS6,9.8,7.0,8.5,33,200
4,M5,9.5,6.9,8.3,34,196
4,M6,12.2,9.0,10.8,26,252
4,M6,10.5,7.8,9.3,30,219
4,AS6,10.0,7.0,8.7,32,203
4,AS6,11.2,7.6,9.6,29,225
4,A6,11.3,7.4,9.5,30,223
4,AS6,11.8,8.2,10.2,28,238
6,AS6,13.8,9.1,11.8,24,277
4,AV,5.5,5.6,5.6,50,131
6,AM7,20.4,13.1,17.1,17,403
4,AS10,11.0,7.4,9.4,30,219
4,AS10,11.8,8.1,10.1,28,236
4,M6,11.0,7.7,9.5,30,222
4,M6,11.8,8.4,10.3,27,240
8,AS10,15.1,9.3,12.5,23,291
8,M6,15.5,9.5,12.8,22,300
4,AS10,11.8,8.2,10.2,28,238
4,M6,11.8,8.4,10.3,27,240
8,AS10,15.5,10.0,13.1,22,305
8,M6,17.2,11.3,14.6,19,341
6,AS6,16.2,12.8,14.7,19,345
6,AS6,16.8,13.1,15.1,19,354
6,AS6,13.1,8.7,11.1,25,260
6,AS6,14.6,10.0,12.5,23,294
6,AS6,13.6,9.9,12.4,23,291
4,AS6,11.9,8.7,10.4,27,244
4,AS6,12.3,8.8,10.7,26,251
6,AS8,13.8,9.7,11.9,24,282
6,AS8,13.4,9.6,11.7,24,276
8,AS8,15.6,10.4,13.2,21,312
6,AS8,13.7,9.7,11.9,24,279
8,AS8,15.2,10.2,13.0,22,306
4,A6,11.0,9.2,10.2,28,239
6,A6,13.1,9.4,11.4,25,268
4,A6,11.2,9.4,10.4,27,243
6,A6,13.5,9.5,11.7,24,275
4,A6,12.1,9.2,10.8,26,253
4,M6,11.9,9.2,10.7,26,251
6,A8,13.4,9.6,11.7,24,274
4,A6,12.6,9.8,11.3,25,266
6,A8,14.1,10.0,12.2,23,288
6,A6,13.4,10.0,11.8,24,278
8,A6,14.6,10.3,12.7,22,298
8,A6,14.6,10.3,12.7,22,298
8,A8,14.9,10.9,13.1,22,307
8,A8,15.9,11.2,13.8,20,323
8,A8,13.4,10.0,11.8,24,278
6,A6,14.1,10.6,12.5,23,294
8,A6,15.0,10.7,13.1,22,307
8,A6,15.0,10.7,13.1,22,307
8,A8,15.6,11.6,13.8,20,324
8,A8,16.0,11.7,14.1,20,331
8,A8,14.4,11.2,13.0,22,304
4,A9,9.2,7.9,8.6,33,201
4,A9,9.6,8.3,9.0,31,210
4,A9,11.2,9.0,10.2,28,239
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.2,10.8,13.2,21,310
8,A6,15.2,10.8,13.2,21,310
8,A10,16.4,10.7,13.8,20,325
8,A6,15.1,10.4,13.0,22,305
8,A6,15.1,10.4,13.0,22,305
8,A6,15.3,10.9,13.3,21,313
8,A6,15.3,10.9,13.3,21,312
8,A10,17.1,11.3,14.5,19,340
4,AV,7.9,6.3,7.2,39,168
4,AV7,8.2,6.8,7.6,37,177
4,M6,8.9,6.7,7.9,36,185
4,M6,10.7,7.3,9.2,31,214
4,AS10,10.4,7.4,9.1,31,211
4,AV,5.0,5.1,5.1,55,118
4,AV,7.5,5.9,6.8,42,158
4,M6,7.7,5.7,6.8,42,158
4,AV,7.8,6.0,7.0,40,163
4,M6,8.5,6.1,7.4,38,173
4,M6,8.4,6.2,7.4,38,173
4,AV,7.7,6.0,6.9,41,162
4,AV7,7.9,6.6,7.3,39,170
4,M6,8.0,6.2,7.2,39,167
4,AV7,7.9,6.6,7.3,39,170
4,M6,8.0,6.2,7.2,39,167
4,AV,7.4,5.6,6.6,43,153
4,AV,7.8,6.0,7.0,40,163
4,M6,8.5,6.0,7.4,38,172
4,M6,8.4,6.2,7.4,38,173
4,M6,10.6,8.3,9.6,29,224
4,AV,8.4,7.0,7.8,36,181
4,AV,8.7,7.2,8.0,35,188
4,AV,7.0,5.9,6.5,43,151
4,AV7,7.6,6.5,7.0,40,166
4,M6,8.1,6.6,7.4,38,174
4,AV,8.3,6.9,7.7,37,180
4,AV7,8.3,6.9,7.7,37,180
4,M6,9.4,7.1,8.4,34,195
4,AV,8.9,7.5,8.2,34,194
4,AV7,8.9,7.5,8.2,34,194
6,AS9,12.6,8.4,10.7,26,252
6,AS10,12.2,8.5,10.6,27,247
6,A6,13.0,9.3,11.3,25,266
6,AS9,12.4,9.3,11.0,26,256
6,A6,12.8,9.5,11.3,25,264
4,AM7,8.9,7.0,8.1,35,189
4,AS6,8.3,6.2,7.4,38,173
4,M6,8.2,6.3,7.3,39,173
4,M6,10.7,7.8,9.4,30,221
4,AS6,8.3,6.4,7.4,38,174
4,M6,9.3,6.4,8.0,35,188
4,AM7,9.2,7.1,8.3,34,194
4,M6,10.7,8.1,9.6,29,226
4,AS6,9.4,7.2,8.4,34,198
4,M6,9.8,7.3,8.7,32,205
4,AM6,4.3,4.4,4.3,66,102
4,AM6,4.2,4.0,4.1,69,96
4,AS6,8.6,7.0,7.9,36,186
4,AM7,9.0,8.0,8.6,33,201
4,AS6,9.2,7.8,8.6,33,202
6,AS6,12.9,9.4,11.3,25,265
6,AS6,13.0,9.7,11.5,25,269
6,AS6,13.9,10.8,12.5,23,295
4,AS6,11.1,8.6,10.0,28,235
4,AS6,12.0,9.1,10.7,26,253
4,AS6,12.5,9.6,11.2,25,264
4,AS8,10.4,7.4,9.1,31,212
4,AS6,9.8,6.9,8.5,33,202
4,AM6,6.0,5.3,5.7,50,135
4,AM6,5.9,5.1,5.6,50,132
4,AS6,10.1,7.8,9.0,31,213
4,AM7,9.9,8.5,9.3,30,221
4,AS6,11.0,9.1,10.2,28,241
4,AS7,10.7,8.6,9.7,29,228
6,AS7,12.4,8.7,10.8,26,253
6,AS7,12.5,9.3,11.1,25,260
6,AS7,9.1,7.7,8.5,33,200
4,AS7,11.2,8.5,10.0,28,233
6,AS7,12.3,8.6,10.7,26,251
6,AS7,12.5,9.2,11.0,26,259
6,AS7,13.2,9.8,11.7,24,274
8,AS7,14.9,10.3,12.8,22,301
4,AM7,9.7,7.1,8.5,33,200
4,AM7,10.6,8.0,9.4,30,221
6,AV7,12.5,9.0,10.9,26,257
8,AS7,17.4,12.2,15.1,19,354
4,AS8,10.7,8.8,9.9,29,227
6,AS8,13.3,10.0,11.8,24,277
4,AS8,10.2,7.8,9.2,31,215
6,AS8,11.9,8.5,10.4,27,242
6,M6,14.9,9.8,12.6,22,296
